Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLabel,JobSatisfactionLabel,EnvironmentSatisfactionLabel,RelationshipSatisfactionLabel,WorkLifeBalanceLabel,JobInvolvementLabel,PerformanceRatingLabel,income_percentile_in_level,AttritionRiskScore,RiskTier,AgeBand,TenureBand
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,Master,3-High,4-Very High,4-Very High,3-Better,High,Excellent,0.3089887640449438,56.9,High,46-55,1-<1 yr
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,Bachelor,2-Medium,4-Very High,3-High,3-Better,High,Excellent,0.1647940074906367,38.4,Medium,26-35,2-1-3 yrs
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,Master,4-Very High,3-High,4-Very High,3-Better,Medium,Excellent,0.6924493554327809,26.8,Low,26-35,1-<1 yr
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,Master,4-Very High,1-Low,3-High,2-Good,Very High,Outstanding,0.7264150943396226,25.7,Low,46-55,3-3-5 yrs
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,Master,3-High,2-Medium,4-Very High,3-Better,Medium,Excellent,0.5973782771535581,38.8,Medium,36-45,5-10+ yrs
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,Master,2-Medium,2-Medium,4-Very High,3-Better,High,Excellent,0.6330275229357798,39.7,Medium,46-55,4-5-10 yrs
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,Master,3-High,3-High,2-Medium,3-Better,Medium,Excellent,0.3165137614678899,63.6,High,36-45,4-5-10 yrs
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,Master,4-Very High,3-High,1-Low,3-Better,High,Outstanding,0.40331491712707185,27.5,Low,26-35,4-5-10 yrs
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,Bachelor,2-Medium,4-Very High,2-Medium,2-Good,High,Excellent,0.16055045871559634,43.6,Medium,26-35,4-5-10 yrs
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,Below College,3-High,1-Low,4-Very High,3-Better,High,Excellent,0.8867924528301887,32.1,Medium,46-55,5-10+ yrs
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,College,2-Medium,4-Very High,3-High,3-Better,High,Excellent,0.06880733944954129,39.3,Medium,36-45,1-<1 yr
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,Bachelor,1-Low,3-High,3-High,3-Better,High,Excellent,0.7522935779816514,37.5,Medium,36-45,4-5-10 yrs
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,Bachelor,4-Very High,1-Low,4-Very High,3-Better,High,Excellent,0.04716981132075472,44.5,Medium,36-45,5-10+ yrs
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,Bachelor,3-High,3-High,1-Low,4-Best,Medium,Excellent,0.782608695652174,33.2,Medium,36-45,5-10+ yrs
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,Below College,2-Medium,4-Very High,3-High,4-Best,Medium,Excellent,0.10773480662983426,66.9,High,18-25,2-1-3 yrs
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,Bachelor,2-Medium,3-High,3-High,2-Good,High,Excellent,0.8726591760299626,35.0,Medium,36-45,3-3-5 yrs
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,Master,4-Very High,1-Low,1-Low,3-Better,High,Outstanding,0.9325842696629213,20.7,Low,36-45,5-10+ yrs
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,Bachelor,4-Very High,3-High,1-Low,3-Better,Very High,Excellent,0.585635359116022,23.4,Low,26-35,2-1-3 yrs
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,Below College,2-Medium,1-Low,1-Low,1-Bad,Medium,Excellent,0.7458563535911602,43.8,Medium,26-35,3-3-5 yrs
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,College,4-Very High,4-Very High,4-Very High,3-Better,High,Excellent,0.3782771535580524,26.2,Low,26-35,3-3-5 yrs
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,Master,2-Medium,4-Very High,2-Medium,3-Better,Medium,Excellent,0.08490566037735849,45.9,Medium,46-55,4-5-10 yrs
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,College,3-High,4-Very High,4-Very High,2-Good,High,Excellent,0.07677902621722846,38.0,Medium,26-35,2-1-3 yrs
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,Bachelor,2-Medium,4-Very High,4-Very High,2-Good,High,Excellent,0.7642725598526704,37.6,Medium,26-35,4-5-10 yrs
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,Bachelor,4-Very High,2-Medium,1-Low,3-Better,Low,Excellent,0.15168539325842698,36.0,Medium,36-45,1-<1 yr
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,Below College,4-Very High,2-Medium,3-High,2-Good,Medium,Excellent,0.40262172284644193,60.0,High,26-35,4-5-10 yrs
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,Bachelor,3-High,3-High,4-Very High,4-Best,Very High,Excellent,0.6206261510128913,28.8,Low,36-45,4-5-10 yrs
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,Bachelor,3-High,3-High,4-Very High,3-Better,Medium,Excellent,0.5276243093922652,58.5,High,26-35,2-1-3 yrs
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,Below College,3-High,3-High,4-Very High,3-Better,High,Excellent,0.058931860036832415,34.4,Medium,18-25,1-<1 yr
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Master,1-Low,1-Low,1-Low,3-Better,High,Excellent,0.9419475655430711,60.6,High,26-35,3-3-5 yrs
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,Master,4-Very High,2-Medium,1-Low,3-Better,High,Excellent,0.9815837937384899,45.2,Medium,36-45,1-<1 yr
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,Bachelor,3-High,3-High,3-High,2-Good,High,Excellent,0.46593001841620624,37.1,Medium,26-35,2-1-3 yrs
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,College,4-Very High,3-High,3-High,3-Better,Medium,Excellent,0.6273408239700374,29.0,Low,36-45,4-5-10 yrs
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,Bachelor,3-High,4-Very High,3-High,3-Better,Medium,Excellent,0.4180478821362799,37.6,Medium,26-35,3-3-5 yrs
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,Below College,3-High,2-Medium,1-Low,2-Good,High,Outstanding,0.6235955056179775,34.0,Medium,26-35,4-5-10 yrs
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,Master,3-High,3-High,2-Medium,1-Bad,High,Excellent,0.9558011049723757,34.4,Medium,26-35,3-3-5 yrs
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,Below College,1-Low,4-Very High,1-Low,1-Bad,Medium,Excellent,0.06422018348623854,60.1,High,26-35,5-10+ yrs
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,Master,3-High,2-Medium,3-High,2-Good,High,Excellent,0.9587155963302753,32.2,Medium,36-45,5-10+ yrs
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,Bachelor,1-Low,3-High,2-Medium,2-Good,High,Excellent,0.25471698113207547,86.2,Critical,36-45,5-10+ yrs
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,Master,1-Low,2-Medium,4-Very High,4-Best,High,Excellent,0.4344569288389513,38.4,Medium,36-45,4-5-10 yrs
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,Master,3-High,4-Very High,2-Medium,3-Better,Medium,Excellent,0.214548802946593,38.1,Medium,26-35,4-5-10 yrs
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,Bachelor,2-Medium,4-Very High,4-Very High,3-Better,High,Outstanding,0.850828729281768,33.0,Medium,18-25,3-3-5 yrs
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,Below College,4-Very High,3-High,4-Very High,2-Good,High,Excellent,0.40607734806629836,54.7,High,26-35,1-<1 yr
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,Master,4-Very High,1-Low,2-Medium,3-Better,Very High,Outstanding,0.9668508287292817,16.6,Low,26-35,4-5-10 yrs
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,Bachelor,3-High,3-High,1-Low,3-Better,Medium,Excellent,0.8295880149812734,32.0,Medium,26-35,4-5-10 yrs
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,College,4-Very High,3-High,4-Very High,1-Bad,Medium,Excellent,0.20224719101123595,64.2,High,36-45,1-<1 yr
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,Bachelor,2-Medium,3-High,2-Medium,4-Best,Medium,Excellent,0.5779816513761468,43.2,Medium,26-35,4-5-10 yrs
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,Bachelor,1-Low,4-Very High,3-High,3-Better,Medium,Outstanding,0.5028089887640449,49.7,Medium,26-35,5-10+ yrs
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,Master,4-Very High,4-Very High,2-Medium,4-Best,Medium,Excellent,0.32044198895027626,29.8,Low,26-35,2-1-3 yrs
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,Bachelor,3-High,1-Low,2-Medium,2-Good,Low,Excellent,0.5065543071161048,42.7,Medium,36-45,3-3-5 yrs
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,Below College,1-Low,3-High,3-High,3-Better,High,Excellent,0.6114180478821363,38.9,Medium,26-35,1-<1 yr
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,Master,1-Low,4-Very High,4-Very High,3-Better,High,Excellent,0.9710144927536232,41.3,Medium,56-65,3-3-5 yrs
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,Below College,4-Very High,2-Medium,1-Low,3-Better,High,Excellent,0.7274401473296501,22.7,Low,26-35,4-5-10 yrs
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,College,1-Low,3-High,3-High,3-Better,High,Outstanding,0.425414364640884,40.7,Medium,18-25,1-<1 yr
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,Bachelor,3-High,1-Low,3-High,2-Good,High,Excellent,0.9686924493554327,54.1,High,36-45,2-1-3 yrs
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,Bachelor,4-Very High,4-Very High,2-Medium,2-Good,Medium,Excellent,0.8014981273408239,34.0,Medium,36-45,5-10+ yrs
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,Bachelor,3-High,1-Low,1-Low,2-Good,Medium,Excellent,0.7053406998158379,36.9,Medium,18-25,2-1-3 yrs
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,Master,3-High,3-High,3-High,3-Better,High,Excellent,0.6675874769797422,53.3,High,36-45,4-5-10 yrs
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,College,3-High,4-Very High,2-Medium,3-Better,High,Excellent,0.14492753623188406,39.6,Medium,46-55,4-5-10 yrs
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,Below College,4-Very High,2-Medium,1-Low,2-Good,Low,Excellent,0.1731123388581952,66.0,High,26-35,3-3-5 yrs
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,Master,4-Very High,3-High,2-Medium,3-Better,Medium,Excellent,0.6243093922651933,52.5,High,18-25,1-<1 yr
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,Bachelor,1-Low,3-High,1-Low,3-Better,High,Outstanding,0.7641509433962265,52.4,High,46-55,5-10+ yrs
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,Bachelor,3-High,4-Very High,4-Very High,3-Better,Low,Excellent,0.23941068139963168,40.1,Medium,36-45,1-<1 yr
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,Bachelor,3-High,2-Medium,4-Very High,3-Better,High,Excellent,0.852670349907919,28.0,Low,26-35,3-3-5 yrs
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,College,1-Low,1-Low,1-Low,1-Bad,Medium,Excellent,0.13812154696132597,54.9,High,36-45,1-<1 yr
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,Master,1-Low,3-High,3-High,3-Better,High,Excellent,0.10299625468164794,44.0,Medium,26-35,3-3-5 yrs
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,Master,2-Medium,2-Medium,4-Very High,3-Better,High,Excellent,0.1797752808988764,38.2,Medium,36-45,1-<1 yr
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,Bachelor,1-Low,4-Very High,3-High,3-Better,High,Outstanding,0.9622641509433962,38.4,Medium,46-55,2-1-3 yrs
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,Master,1-Low,4-Very High,3-High,3-Better,Medium,Excellent,0.7440147329650092,45.8,Medium,26-35,4-5-10 yrs
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,College,2-Medium,4-Very High,1-Low,3-Better,High,Excellent,0.36231884057971014,36.4,Medium,46-55,3-3-5 yrs
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,Master,1-Low,3-High,4-Very High,3-Better,High,Excellent,0.9662921348314607,61.8,High,26-35,4-5-10 yrs
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,College,2-Medium,4-Very High,1-Low,1-Bad,High,Excellent,0.19337016574585636,45.6,Medium,18-25,1-<1 yr
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,Bachelor,3-High,2-Medium,1-Low,2-Good,High,Excellent,0.24906367041198502,36.3,Medium,26-35,4-5-10 yrs
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,Master,3-High,3-High,3-High,3-Better,Low,Excellent,0.5515653775322283,38.5,Medium,36-45,4-5-10 yrs
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,No,13,3,1,3,10,4,2,10,7,8,9,Master,3-High,3-High,1-Low,2-Good,High,Excellent,0.04307116104868914,50.3,High,26-35,4-5-10 yrs
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,No,25,4,2,0,20,3,3,20,11,13,17,Master,4-Very High,4-Very High,2-Medium,3-Better,High,Outstanding,0.250936329588015,42.5,Medium,36-45,5-10+ yrs
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,No,17,3,4,0,2,2,3,2,1,2,2,Bachelor,4-Very High,3-High,4-Very High,3-Better,Very High,Excellent,0.5027624309392266,24.2,Low,18-25,2-1-3 yrs
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,No,11,3,3,1,12,3,2,6,3,1,4,Master,4-Very High,4-Very High,3-High,2-Good,High,Excellent,0.9213483146067416,26.0,Low,46-55,4-5-10 yrs
42,No,Non-Travel,179,Human Resources,2,5,Medical,1231,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,No,16,3,1,1,10,3,4,4,3,0,3,Doctor,1-Low,4-Very High,1-Low,4-Best,Very High,Excellent,0.74812734082397,30.0,Low,36-45,3-3-5 yrs
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Yes,18,3,2,1,12,3,3,11,7,1,9,Master,4-Very High,2-Medium,2-Medium,3-Better,Very High,Excellent,0.4550561797752809,48.2,Medium,56-65,5-10+ yrs
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,Bachelor,2-Medium,3-High,3-High,3-Better,Medium,Outstanding,0.5570902394106814,41.2,Medium,26-35,2-1-3 yrs
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Yes,14,3,4,0,10,2,3,8,7,0,7,College,3-High,4-Very High,4-Very High,3-Better,High,Excellent,0.3838951310861423,56.2,High,26-35,4-5-10 yrs
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Yes,21,4,3,1,17,2,3,7,7,7,7,Bachelor,1-Low,3-High,3-High,3-Better,Low,Outstanding,0.5688073394495413,82.3,Critical,36-45,4-5-10 yrs
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,Bachelor,4-Very High,1-Low,2-Medium,3-Better,High,Excellent,0.574585635359116,30.3,Medium,26-35,5-10+ yrs
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3,Bachelor,2-Medium,2-Medium,2-Medium,4-Best,Medium,Excellent,0.897003745318352,32.5,Medium,36-45,3-3-5 yrs
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,No,14,3,2,0,5,4,3,4,3,1,1,Master,4-Very High,3-High,2-Medium,3-Better,High,Excellent,0.37453183520599254,27.8,Low,18-25,3-3-5 yrs
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1241,4,Male,63,3,1,Research Scientist,2,Married,3579,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7,Bachelor,2-Medium,4-Very High,1-Low,3-Better,High,Outstanding,0.8453038674033149,64.0,High,26-35,5-10+ yrs
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1242,1,Female,60,3,3,Research Director,1,Married,13191,23281,3,Yes,17,3,3,0,20,6,3,1,0,0,0,Doctor,1-Low,1-Low,3-High,3-Better,High,Excellent,0.926605504587156,60.7,High,36-45,1-<1 yr
35,No,Non-Travel,1212,Sales,8,2,Marketing,1243,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Yes,11,3,2,1,16,6,2,13,2,4,12,College,4-Very High,3-High,2-Medium,2-Good,Medium,Excellent,0.6100917431192661,62.4,High,26-35,5-10+ yrs
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1244,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Yes,14,3,4,2,9,3,2,9,7,6,8,Bachelor,1-Low,1-Low,4-Very High,2-Good,High,Excellent,0.20810313075506445,80.7,Critical,26-35,4-5-10 yrs
